0.7371216	0.37267303
0.6611023	0.37511444
0.5281372	0.47491455
0.46340942	0.40211487
0.40997314	0.5417862
0.503479	0.36009216
0.60498047	0.25474548
0.2869873	0.6149368
0.22164917	0.3595047
0.2861023	0.32996368
0.46655273	0.509964
0.4124756	0.42910767
0.23312378	0.6236801
0.4454956	0.17386627
0.47055054	0.42555237
0.2184143	0.43138885
0.37252808	0.8390808
0.49572754	0.5029068
0.48199463	0.24842834
0.68984985	0.5037155
0.2710266	0.6139984
0.7680359	0.6079025
0.3474121	0.50024414
0.48571777	0.3865738
0.68032837	0.32523346
0.6768799	0.65335846
0.33673096	0.28795624
0.407135	0.4216919
0.45767212	0.38172913
0.22146606	0.50590515
0.6218567	0.4754486
0.38964844	0.07335663
0.5454407	0.58869934
0.4456787	0.7328949
0.43670654	0.47605896
0.80352783	0.3742981
0.6244507	0.5265274
0.35491943	0.54358673
0.49066162	0.36833954
0.3652954	0.60324097
0.55252075	0.14165497
0.25012207	0.32608032
0.57702637	0.7292862
0.49423218	0.5084305
0.38458252	0.50917053
0.49197388	0.77334595
0.8821411	0.5689621
0.8260193	0.47478485
0.21780396	0.60795593
0.7845154	0.6512375
0.16586304	0.3320465
0.48468018	0.2539215
0.66729736	0.2709198
0.48825073	0.57344055
0.56970215	0.35797882
0.62805176	0.48906708
0.34976196	0.42151642
0.4515686	0.15642548
0.53948975	0.74354553
0.41677856	0.53611755
0.5184021	0.46251678
0.28128052	0.43785858
0.56137085	0.34163666
0.6134949	0.2747879
0.49975586	0.3083191
0.7270508	0.31784058
0.5237732	0.44886017
0.55545044	0.74547577
0.38113403	0.3816452
0.32247925	0.5957031
0.44091797	0.42489624
0.6769104	0.5069275
0.2510376	0.45658875
0.66555786	0.41635132
0.53756714	0.42882538
0.56359863	0.6828842
0.67977905	0.6623459
0.7479553	0.34090424
0.77505493	0.66228485
0.42626953	0.46933746
0.32138062	0.44621277
0.57785034	0.28411102
0.4817505	0.4767151
0.43963623	0.33738708
0.61312866	0.6832199
0.3340149	0.29492188
